key,source,Translation,context
3A1F263D40852B9632379585FF0FA721,<IH1>Tracking… leap!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S07_RiteHuntSucceedsNPC.json
Name: DA_CC_ALL_S07_RiteHuntSucceedsNPC
Speaker: Nara-Int
DialogueText"
D381EDD64267F4734C330E8D007DCDF9,<IH1>Leap… and destroy!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S07_RiteHuntSucceedsNPC.json
Name: DA_CC_ALL_S07_RiteHuntSucceedsNPC
Speaker: Nara-Int
DialogueText"
AB49C629421BE128429C6096D2798EA0,<IH1>Hunting… and leap!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S07_RiteHuntSucceedsNPC.json
Name: DA_CC_ALL_S07_RiteHuntSucceedsNPC
Speaker: Nara-Int
DialogueText"
316F25E24F2967B4F2D619B9A243840F,<IH1>On… target!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S07_RiteHuntSucceedsNPC.json
Name: DA_CC_ALL_S07_RiteHuntSucceedsNPC
Speaker: Nara-Int
DialogueText"
D474676242A0747184DE0FA8E802AE30,<IH1>Hunting… devouring!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S07_RiteHuntSucceedsNPC.json
Name: DA_CC_ALL_S07_RiteHuntSucceedsNPC
Speaker: Nara-Int
DialogueText"
C5D7586F42B50A0185A28F9346A246D9,<IH1>Right behind you!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S07_RiteHuntSucceedsNPC.json
Name: DA_CC_ALL_S07_RiteHuntSucceedsNPC
Speaker: Nara-Int
DialogueText"
F5BE4FD34602F971FCD69A9E655932AC,<IH1>Surprise… oblivion!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S07_RiteHuntSucceedsNPC.json
Name: DA_CC_ALL_S07_RiteHuntSucceedsNPC
Speaker: Nara-Int
DialogueText"
9C8888B14CDFD87C2F0868B376508269,<IH1>No one escapes…</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S07_RiteHuntSucceedsNPC.json
Name: DA_CC_ALL_S07_RiteHuntSucceedsNPC
Speaker: Nara-Int
DialogueText"
1AA2BB3F4D9E485C4B8AF3BB1901126C,<IH1>My hunt… succeeds!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S07_RiteHuntSucceedsNPC.json
Name: DA_CC_ALL_S07_RiteHuntSucceedsNPC
Speaker: Nara-Int
DialogueText"
244F99C34DDA809339916AAA193D21D0,<IH1>I spring… you die!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S07_RiteHuntSucceedsNPC.json
Name: DA_CC_ALL_S07_RiteHuntSucceedsNPC
Speaker: Nara-Int
DialogueText"
923F221D43A8CF25628155BB049623F6,<IH1>Stunned… by my storm!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08a_RiteStormSucceedsNPC.json
Name: DA_CC_ALL_S08a_RiteStormSucceedsNPC
Speaker: Nara-Int
DialogueText"
8A722CE349053A893958D8A92012EF80,<IH1>Dead… in space!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08a_RiteStormSucceedsNPC.json
Name: DA_CC_ALL_S08a_RiteStormSucceedsNPC
Speaker: Nara-Int
DialogueText"
E4975D3A456CFB4D03C3528DCB8F4F56,<IH1>Disabled… adrift!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08a_RiteStormSucceedsNPC.json
Name: DA_CC_ALL_S08a_RiteStormSucceedsNPC
Speaker: Nara-Int
DialogueText"
A547808F4579A4933F7EB19EAB05CE65,<IH1>Devastated… now die!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08a_RiteStormSucceedsNPC.json
Name: DA_CC_ALL_S08a_RiteStormSucceedsNPC
Speaker: Nara-Int
DialogueText"
860C86F748AF75E59E0A73AB03BB556A,<IH1>Feel… my storm.</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08a_RiteStormSucceedsNPC.json
Name: DA_CC_ALL_S08a_RiteStormSucceedsNPC
Speaker: Nara-Int
DialogueText"
8D33DC7C40CC6FC219AF3B8B22C8E385,<IH1>Storm ravaged… death nears!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08a_RiteStormSucceedsNPC.json
Name: DA_CC_ALL_S08a_RiteStormSucceedsNPC
Speaker: Nara-Int
DialogueText"
01FBB1014974D48B34E472B4D8D0D05A,<IH1>The storm… is here!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08a_RiteStormSucceedsNPC.json
Name: DA_CC_ALL_S08a_RiteStormSucceedsNPC
Speaker: Nara-Int
DialogueText"
94F4007B493B16AA3F7915A5B3559581,<IH1>Drifting… awaiting death!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08a_RiteStormSucceedsNPC.json
Name: DA_CC_ALL_S08a_RiteStormSucceedsNPC
Speaker: Nara-Int
DialogueText"
668DDB9A4792480F0FB6908138BE3E29,<IH1>Stunned… easy kill.</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08a_RiteStormSucceedsNPC.json
Name: DA_CC_ALL_S08a_RiteStormSucceedsNPC
Speaker: Nara-Int
DialogueText"
C3ED89BE4FFD5E30037CCF878ED45DD5,<IH1>My storm… rages!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08a_RiteStormSucceedsNPC.json
Name: DA_CC_ALL_S08a_RiteStormSucceedsNPC
Speaker: Nara-Int
DialogueText"
91B46105444F26453C0089AF6BDE47DF,<IH1>Shocked… drifting!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08a_RiteStormSucceedsNPC.json
Name: DA_CC_ALL_S08a_RiteStormSucceedsNPC
Speaker: Nara-Int
DialogueText"
61E8D0DC4C32022DF676F8B95ACF2137,<IH1>So… helpless!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08a_RiteStormSucceedsNPC.json
Name: DA_CC_ALL_S08a_RiteStormSucceedsNPC
Speaker: Nara-Int
DialogueText"
B860B06743325B0C0640E1AFA86CB853,<IH1>Storm ravaged… die!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08a_RiteStormSucceedsNPC.json
Name: DA_CC_ALL_S08a_RiteStormSucceedsNPC
Speaker: Nara-Int
DialogueText"
780B94424A69D48AAE9EB7ADF87A5D48,<IH1>My storm… hits!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08a_RiteStormSucceedsNPC.json
Name: DA_CC_ALL_S08a_RiteStormSucceedsNPC
Speaker: Nara-Int
DialogueText"
91E44B10439EB7C62169B09343556918,<IH1>Storm battered… powerless!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08a_RiteStormSucceedsNPC.json
Name: DA_CC_ALL_S08a_RiteStormSucceedsNPC
Speaker: Nara-Int
DialogueText"
1DDF3FB7413708A260571E8E405A13DE,<IH1>Disrupted!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08b_RiteStormSucceedsObj.json
Name: DA_CC_ALL_S08b_RiteStormSucceedsObj
Speaker: Nara-Int
DialogueText"
83633A284CD77BA81C6AEFB8F77EF5E5,<IH1>Corruption gone.</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08b_RiteStormSucceedsObj.json
Name: DA_CC_ALL_S08b_RiteStormSucceedsObj
Speaker: Nara-Int
DialogueText"
E9A4906B47E94B689D5D04BD97373967,<IH1>Corruption shattered.</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08b_RiteStormSucceedsObj.json
Name: DA_CC_ALL_S08b_RiteStormSucceedsObj
Speaker: Nara-Int
DialogueText"
25F950EC49CDAA40F34BB99BDC97E6B2,<IH1>No corruption.</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08b_RiteStormSucceedsObj.json
Name: DA_CC_ALL_S08b_RiteStormSucceedsObj
Speaker: Nara-Int
DialogueText"
A6FB97EE46459FFBFF96F0AC57FAF311,<IH1>Stopped the corruption.</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08b_RiteStormSucceedsObj.json
Name: DA_CC_ALL_S08b_RiteStormSucceedsObj
Speaker: Nara-Int
DialogueText"
2094BA0F4AA633B6989E85ADFD8C4C2D,<IH1>Corruption's terminated!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08b_RiteStormSucceedsObj.json
Name: DA_CC_ALL_S08b_RiteStormSucceedsObj
Speaker: Nara-Int
DialogueText"
924EEFC74D398AFEE328ED8386390B8D,<IH1>Stopped the corruption.</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S08b_RiteStormSucceedsObj.json
Name: DA_CC_ALL_S08b_RiteStormSucceedsObj
Speaker: Nara-Int
DialogueText"
A2AEF21A47E440D6F787DEB60E1CA29E,<IH1>Pierced… through!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09a_RiteStarSucceedsNPC.json
Name: DA_CC_ALL_S09a_RiteStarSucceedsNPC
Speaker: Nara-Int
DialogueText"
15C61F3449ACA9A6BA95589B889B6BFD,<IH1>Speared… and shattered!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09a_RiteStarSucceedsNPC.json
Name: DA_CC_ALL_S09a_RiteStarSucceedsNPC
Speaker: Nara-Int
DialogueText"
7C4FFB6348CDDA080C7EEAA07B8BA05C,<IH1>Powered… through you.</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09a_RiteStarSucceedsNPC.json
Name: DA_CC_ALL_S09a_RiteStarSucceedsNPC
Speaker: Nara-Int
DialogueText"
9E92D8F14E8F8096A6A15DB78290EB2B,<IH1>Torn… to shreds!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09a_RiteStarSucceedsNPC.json
Name: DA_CC_ALL_S09a_RiteStarSucceedsNPC
Speaker: Nara-Int
DialogueText"
EAD50C2343F81C56F6907DB348DD5FD0,<IH1>Pierced… completely!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09a_RiteStarSucceedsNPC.json
Name: DA_CC_ALL_S09a_RiteStarSucceedsNPC
Speaker: Nara-Int
DialogueText"
0D57E99140F7BCCBA94F3487EA8F21A8,<IH1>Cut… to pieces!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09a_RiteStarSucceedsNPC.json
Name: DA_CC_ALL_S09a_RiteStarSucceedsNPC
Speaker: Nara-Int
DialogueText"
EA29CEAF44CE4D1C4DF5C085C5DC2EE3,<IH1>And… speared!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09a_RiteStarSucceedsNPC.json
Name: DA_CC_ALL_S09a_RiteStarSucceedsNPC
Speaker: Nara-Int
DialogueText"
8E73935440F1432705141297EDEA303A,<IH1>Sliced right through.</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09a_RiteStarSucceedsNPC.json
Name: DA_CC_ALL_S09a_RiteStarSucceedsNPC
Speaker: Nara-Int
DialogueText"
3B5DEB7B49F793911C1DB889C490F698,<IH1>Speared so easy.</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09a_RiteStarSucceedsNPC.json
Name: DA_CC_ALL_S09a_RiteStarSucceedsNPC
Speaker: Nara-Int
DialogueText"
9119D634454621C37FDB148FA61650B0,<IH1>Speared completely.</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09a_RiteStarSucceedsNPC.json
Name: DA_CC_ALL_S09a_RiteStarSucceedsNPC
Speaker: Nara-Int
DialogueText"
E94D0E26426ABF3136F35AAEDCF23AA6,<IH1>Lashed… destroyed!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09a_RiteStarSucceedsNPC.json
Name: DA_CC_ALL_S09a_RiteStarSucceedsNPC
Speaker: Nara-Int
DialogueText"
350933504CC30D6451F85C885995220C,<IH1>Burned… blasted!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09a_RiteStarSucceedsNPC.json
Name: DA_CC_ALL_S09a_RiteStarSucceedsNPC
Speaker: Nara-Int
DialogueText"
DD4FBE824E117F8005D9BA82B51AA650,<IH1>Only fragments remain!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09a_RiteStarSucceedsNPC.json
Name: DA_CC_ALL_S09a_RiteStarSucceedsNPC
Speaker: Nara-Int
DialogueText"
F788B6594859F16DE900A2A1F60430DB,<IH1>Seared… by a Star!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09a_RiteStarSucceedsNPC.json
Name: DA_CC_ALL_S09a_RiteStarSucceedsNPC
Speaker: Nara-Int
DialogueText"
7233B4AA4CCED18BFAFFF6A8BB7442C8,<IH1>My star… incinerates!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09a_RiteStarSucceedsNPC.json
Name: DA_CC_ALL_S09a_RiteStarSucceedsNPC
Speaker: Nara-Int
DialogueText"
DB96512643D8FB020F03CAA184D1EF7F,<IH1>Drilled through!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09b_RiteStarSucceedsObj.json
Name: DA_CC_ALL_S09b_RiteStarSucceedsObj
Speaker: Nara-Int
DialogueText"
F410ED59465FE99688ED4EAE21BEEEBC,<IH1>Couldn't block me.</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09b_RiteStarSucceedsObj.json
Name: DA_CC_ALL_S09b_RiteStarSucceedsObj
Speaker: Nara-Int
DialogueText"
946CE35A4EB0EC298CBC05BF1603D9DC,<IH1>Cracked it open.</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09b_RiteStarSucceedsObj.json
Name: DA_CC_ALL_S09b_RiteStarSucceedsObj
Speaker: Nara-Int
DialogueText"
313BF22C4F2D9E0F12C585A3721C8D6E,<IH1>Speared through it.</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09b_RiteStarSucceedsObj.json
Name: DA_CC_ALL_S09b_RiteStarSucceedsObj
Speaker: Nara-Int
DialogueText"
88AC22694E3F578D21432B84F5930A78,<IH1>Drilled!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09b_RiteStarSucceedsObj.json
Name: DA_CC_ALL_S09b_RiteStarSucceedsObj
Speaker: Nara-Int
DialogueText"
FADB904C4B5E00826EC2969E1DF7A330,<IH1>Shattered!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09b_RiteStarSucceedsObj.json
Name: DA_CC_ALL_S09b_RiteStarSucceedsObj
Speaker: Nara-Int
DialogueText"
A03177F84358ED9D0FF566AE7E5C1C58,<IH1>Pierced it through.</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09b_RiteStarSucceedsObj.json
Name: DA_CC_ALL_S09b_RiteStarSucceedsObj
Speaker: Nara-Int
DialogueText"
FA5DC6EA48CE83BF458594920E4ECACB,<IH1>Broke through… so fast.</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09b_RiteStarSucceedsObj.json
Name: DA_CC_ALL_S09b_RiteStarSucceedsObj
Speaker: Nara-Int
DialogueText"
028638664CBACDA07D569786EB1A2BD3,<IH1>Speared and fractured.</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09b_RiteStarSucceedsObj.json
Name: DA_CC_ALL_S09b_RiteStarSucceedsObj
Speaker: Nara-Int
DialogueText"
9249C7754EBB2A436B88CBB3709BF357,<IH1>Burned and broken.</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S09b_RiteStarSucceedsObj.json
Name: DA_CC_ALL_S09b_RiteStarSucceedsObj
Speaker: Nara-Int
DialogueText"
74087F984D3501CEF937C2B6722F3CB3,<IH1>Control… you!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S10a_RiteControlSucceedsNPC.json
Name: DA_CC_ALL_S10a_RiteControlSucceedsNPC
Speaker: Nara-Int
DialogueText"
BE34D6D3495573DC959DFBB09EC0C403,<IH1>You're… gone!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S10a_RiteControlSucceedsNPC.json
Name: DA_CC_ALL_S10a_RiteControlSucceedsNPC
Speaker: Nara-Int
DialogueText"
080BF63440779F7F14FBC492BECA9467,<IH1>Rip you… apart!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S10a_RiteControlSucceedsNPC.json
Name: DA_CC_ALL_S10a_RiteControlSucceedsNPC
Speaker: Nara-Int
DialogueText"
1D4D3FE04DD36C7660FDB4AC5EACBB8E,<IH1>Into… pieces!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S10a_RiteControlSucceedsNPC.json
Name: DA_CC_ALL_S10a_RiteControlSucceedsNPC
Speaker: Nara-Int
DialogueText"
18E70EA34C725A9512B82B93E8E16716,<IH1>Smashed… to bits!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S10a_RiteControlSucceedsNPC.json
Name: DA_CC_ALL_S10a_RiteControlSucceedsNPC
Speaker: Nara-Int
DialogueText"
C505475B4626EB353C8E5A994BE6D47C,<IH1>Shredded… you!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S10a_RiteControlSucceedsNPC.json
Name: DA_CC_ALL_S10a_RiteControlSucceedsNPC
Speaker: Nara-Int
DialogueText"
5A18B38B4AE7365992C6A787F5D87CB5,<IH1>Trash and toss.</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S10a_RiteControlSucceedsNPC.json
Name: DA_CC_ALL_S10a_RiteControlSucceedsNPC
Speaker: Nara-Int
DialogueText"
1279B2CC48E23991837D7F908C008172,<IH1>Smashed to death!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S10a_RiteControlSucceedsNPC.json
Name: DA_CC_ALL_S10a_RiteControlSucceedsNPC
Speaker: Nara-Int
DialogueText"
9045CF67495B4DBB3B81D582B520AD50,"<IH1>Grab, smash… gone!</>",,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S10a_RiteControlSucceedsNPC.json
Name: DA_CC_ALL_S10a_RiteControlSucceedsNPC
Speaker: Nara-Int
DialogueText"
CA0901BB417C775874D59E902CDD2B57,<IH1>Controlled… gone!</>,,"Dialog/CombatChatter/Dialogues/DA_CC_ALL_S10a_RiteControlSucceedsNPC.json
Name: DA_CC_ALL_S10a_RiteControlSucceedsNPC
Speaker: Nara-Int
DialogueText"
4861ED114F7DE07BC606F0B73004E848,"<IH1>Mhm, there's something.</>",,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S01a_Enter.json
Name: DA_SM_00_ALL_S01a_Enter
Speaker: Nara-Int
DialogueText"
D38D523D4DA3F94279CA9FBCFA9AED6C,<IH1>Signal coming in.</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S01b_Enter.json
Name: DA_SM_00_ALL_S01b_Enter
Speaker: Nara-Int
DialogueText"
0B015E6D4CF620590244E4BC8EF3E6D5,<IH1>I might check this out.</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S01c_Enter.json
Name: DA_SM_00_ALL_S01c_Enter
Speaker: Nara-Int
DialogueText"
1837A70E42FE6CDF7F8CF1B1AC3B2E63,"<IH1>Mhm, interesting.</>",,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S01d_Enter.json
Name: DA_SM_00_ALL_S01d_Enter
Speaker: Nara-Int
DialogueText"
57B809054C819F955BB42596860A58C5,<IH1>Let's have a look.</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S01e_Enter.json
Name: DA_SM_00_ALL_S01e_Enter
Speaker: Nara-Int
DialogueText"
A96EE7B247672488A36F648A5868A6E6,<IH1>A signal… What's that about?</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S01f_Enter.json
Name: DA_SM_00_ALL_S01f_Enter
Speaker: Nara-Int
DialogueText"
B843F17D409AEFE8444BC78752D94DC0,<IH1>Getting a signal.</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S01g_Enter.json
Name: DA_SM_00_ALL_S01g_Enter
Speaker: Nara-Int
DialogueText"
33A55FF640C1D119A0D7B39D6F117FB9,<IH1>There… could be worth a look.</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S01h_Enter.json
Name: DA_SM_00_ALL_S01h_Enter
Speaker: Nara-Int
DialogueText"
3756C116473B04226B6645B114A3FD78,<IH1>Something's out there.</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S01i_Enter.json
Name: DA_SM_00_ALL_S01i_Enter
Speaker: Nara-Int
DialogueText"
2EA0374049BD57F59C10A694FD4E005E,<IH1>Intriguing…</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S01j_Enter.json
Name: DA_SM_00_ALL_S01j_Enter
Speaker: Nara-Int
DialogueText"
BE7F31EF49EC61EA7FF5DB90BCF362E8,<IH1>An incoming signal.</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S01k_Enter.json
Name: DA_SM_00_ALL_S01k_Enter
Speaker: Nara-Int
DialogueText"
200F13564F4F3D44E1A069A4A648EB15,<IH1>I'm picking up on something.</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S01l_Enter.json
Name: DA_SM_00_ALL_S01l_Enter
Speaker: Nara-Int
DialogueText"
D54BE545473D9C3261D26EA0F5B9E3FF,<IH1>There's something…</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S01m_Enter.json
Name: DA_SM_00_ALL_S01m_Enter
Speaker: Nara-Int
DialogueText"
9022E2C347F7FA6E4C95E183CE6AE84F,<IH1>It could lead somewhere interesting.</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S01n_Enter.json
Name: DA_SM_00_ALL_S01n_Enter
Speaker: Nara-Int
DialogueText"
B3E992AA4E6F9D6F1BA680BE958423A3,<IH1>Interesting… should I go there?</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S01o_Enter.json
Name: DA_SM_00_ALL_S01o_Enter
Speaker: Nara-Int
DialogueText"
F97C13034097CEF92DAC4C876120583E,<IH1>Still… interesting.</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S02a_ReEnter.json
Name: DA_SM_00_ALL_S02a_ReEnter
Speaker: Nara-Int
DialogueText"
EA7E9A544D4DEF2CE53A90AE6759D422,<IH1>Should I follow the signal now?</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S02b_ReEnter.json
Name: DA_SM_00_ALL_S02b_ReEnter
Speaker: Nara-Int
DialogueText"
E15F5CE4403EFC3492060A8281171CC3,<IH1>Back again. Let's see…</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S02c_ReEnter.json
Name: DA_SM_00_ALL_S02c_ReEnter
Speaker: Nara-Int
DialogueText"
8BAA41E54D029AFDC6844AA389550991,<IH1>Could still be worth a look…</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S02d_ReEnter.json
Name: DA_SM_00_ALL_S02d_ReEnter
Speaker: Nara-Int
DialogueText"
9CD57ADF447FA6AD4F302FABA688E2E2,<IH1>I could still go see.</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S02e_ReEnter.json
Name: DA_SM_00_ALL_S02e_ReEnter
Speaker: Nara-Int
DialogueText"
E98BD1044BDB8B43689851B227B616F3,<IH1>That signal… it's still there.</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S02f_ReEnter.json
Name: DA_SM_00_ALL_S02f_ReEnter
Speaker: Nara-Int
DialogueText"
F8AA84C547E140A38AB77DBFF7487ECA,<IH1>Maybe I should go there now?</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S02g_ReEnter.json
Name: DA_SM_00_ALL_S02g_ReEnter
Speaker: Nara-Int
DialogueText"
A7D56FAF463B2AD88D109395CB26533C,<IH1>Should I check it out now?</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S02h_ReEnter.json
Name: DA_SM_00_ALL_S02h_ReEnter
Speaker: Nara-Int
DialogueText"
BF2F7D6040D00CBACDBE6E96E788E330,<IH1>It is still intriguing…</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S02i_ReEnter.json
Name: DA_SM_00_ALL_S02i_ReEnter
Speaker: Nara-Int
DialogueText"
C991D6F5435233FCEFCB58A31AACA01B,<IH1>I am still curious…</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S02j_ReEnter.json
Name: DA_SM_00_ALL_S02j_ReEnter
Speaker: Nara-Int
DialogueText"
8030168A477DDAB6BFF560B744C734C4,<IH1>There's still something out there…</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S02k_ReEnter.json
Name: DA_SM_00_ALL_S02k_ReEnter
Speaker: Nara-Int
DialogueText"
8CB3E51A4B3A88851CA541AABDE01173,<IH1>There's still that signal.</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S02l_ReEnter.json
Name: DA_SM_00_ALL_S02l_ReEnter
Speaker: Nara-Int
DialogueText"
D966586A4EB4B3BA5D163A94B3132F76,<IH1>Wonder what's still there.</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S02m_ReEnter.json
Name: DA_SM_00_ALL_S02m_ReEnter
Speaker: Nara-Int
DialogueText"
67E9D8E34FD174FED4E5F3BCF84A6F88,<IH1>Might still be worth checking out.</>,,"Dialog/NotificationZones/Dialogues/DA_SM_00_ALL_S02n_ReEnter.json
Name: DA_SM_00_ALL_S02n_ReEnter
Speaker: Nara-Int
DialogueText"
97B541F447E45909450EEDA91A9CA936,<IH1>One can never have enough of these.</>,,"Dialog/Reactions/Dialogues/DA_REA_ALL_S01_CreditsReceived.json
Name: DA_REA_ALL_S01_CreditsReceived
Speaker: Nara-Int
DialogueText"
879ED78342C51AE20C2425BF555ED215,<IH1>Just what I needed.</>,,"Dialog/Reactions/Dialogues/DA_REA_ALL_S01_CreditsReceived.json
Name: DA_REA_ALL_S01_CreditsReceived
Speaker: Nara-Int
DialogueText"
187C15DF43C1085B1CFFF3821FBCC8AE,<IH1>Credits…</>,,"Dialog/Reactions/Dialogues/DA_REA_ALL_S01_CreditsReceived.json
Name: DA_REA_ALL_S01_CreditsReceived
Speaker: Nara-Int
DialogueText"
B4B2EC7A40614A44981677ABA4E96ED9,<IH1>More credits!</>,,"Dialog/Reactions/Dialogues/DA_REA_ALL_S01_CreditsReceived.json
Name: DA_REA_ALL_S01_CreditsReceived
Speaker: Nara-Int
DialogueText"
B6B992444EE0850413C104A46C55FF5E,<IH1>Some credits. Nice!</>,,"Dialog/Reactions/Dialogues/DA_REA_ALL_S01_CreditsReceived.json
Name: DA_REA_ALL_S01_CreditsReceived
Speaker: Nara-Int
DialogueText"
C937A79F4CB711DCAD8DA992C80BA42D,<IH1>Good… Payday…</>,,"Dialog/Reactions/Dialogues/DA_REA_ALL_S01_CreditsReceived.json
Name: DA_REA_ALL_S01_CreditsReceived
Speaker: Nara-Int
DialogueText"
79205AEE4A943555337BA6BEB7862C1C,"<IH1>Alright, more credits to spend.</>",,"Dialog/Reactions/Dialogues/DA_REA_ALL_S01_CreditsReceived.json
Name: DA_REA_ALL_S01_CreditsReceived
Speaker: Nara-Int
DialogueText"
0A13E3FD4814EC884735DAB562A88DF1,<IH1>Excellent! Credits…</>,,"Dialog/Reactions/Dialogues/DA_REA_ALL_S01_CreditsReceived.json
Name: DA_REA_ALL_S01_CreditsReceived
Speaker: Nara-Int
DialogueText"
0D60D39F4C2F7BE2A20A8DBF6DE8FFFC,<IH1>Credits! Keep 'em coming.</>,,"Dialog/Reactions/Dialogues/DA_REA_ALL_S01_CreditsReceived.json
Name: DA_REA_ALL_S01_CreditsReceived
Speaker: Nara-Int
DialogueText"
